token_id,rank,rank_label,rarity_score,tier,kind,name,display_name,handle,special
405,1524,1524/8817,2e-14,Uncommon,generative,WizNerdz #405,,,Standard
3107,1525,1525/8817,2e-14,Uncommon,generative,WizNerdz #3107,,,Standard
4659,1526,1526/8817,2e-14,Uncommon,generative,WizNerdz #4659,,,Standard
6101,1527,1527/8817,2.01e-14,Uncommon,generative,WizNerdz #6101,,,Standard
3387,1528,1528/8817,2.01e-14,Uncommon,generative,WizNerdz #3387,,,Standard
6190,1529,1529/8817,2.01e-14,Uncommon,generative,WizNerdz #6190,,,Standard
5307,1530,1530/8817,2.01e-14,Uncommon,generative,WizNerdz #5307,,,Standard
1957,1531,1531/8817,2.02e-14,Uncommon,generative,WizNerdz #1957,,,Standard
737,1532,1532/8817,2.02e-14,Uncommon,generative,WizNerdz #737,,,Standard
7124,1533,1533/8817,2.02e-14,Uncommon,generative,WizNerdz #7124,,,Standard
8091,1534,1534/8817,2.02e-14,Uncommon,generative,WizNerdz #8091,,,Standard
3942,1535,1535/8817,2.03e-14,Uncommon,generative,WizNerdz #3942,,,Standard
6299,1536,1536/8817,2.03e-14,Uncommon,generative,WizNerdz #6299,,,Standard
5082,1537,1537/8817,2.03e-14,Uncommon,generative,WizNerdz #5082,,,Standard
8353,1538,1538/8817,2.03e-14,Uncommon,generative,WizNerdz #8353,,,Standard
1966,1539,1539/8817,2.03e-14,Uncommon,generative,WizNerdz #1966,,,Standard
445,1540,1540/8817,2.04e-14,Uncommon,generative,WizNerdz #445,,,Standard
1064,1541,1541/8817,2.04e-14,Uncommon,generative,WizNerdz #1064,,,Standard
1231,1542,1542/8817,2.05e-14,Uncommon,generative,WizNerdz #1231,,,Standard
2961,1543,1543/8817,2.05e-14,Uncommon,generative,WizNerdz #2961,,,Standard
6082,1544,1544/8817,2.05e-14,Uncommon,generative,WizNerdz #6082,,,Standard
1948,1545,1545/8817,2.05e-14,Uncommon,generative,WizNerdz #1948,,,Standard
2237,1546,1546/8817,2.05e-14,Uncommon,generative,WizNerdz #2237,,,Standard
6955,1547,1547/8817,2.05e-14,Uncommon,generative,WizNerdz #6955,,,Standard
266,1548,1548/8817,2.05e-14,Uncommon,generative,WizNerdz #266,,,Standard
7842,1549,1549/8817,2.05e-14,Uncommon,generative,WizNerdz #7842,,,Standard
7913,1550,1550/8817,2.05e-14,Uncommon,generative,WizNerdz #7913,,,Standard
6014,1551,1551/8817,2.06e-14,Uncommon,generative,WizNerdz #6014,,,Standard
1136,1552,1552/8817,2.06e-14,Uncommon,generative,WizNerdz #1136,,,Standard
8283,1553,1553/8817,2.06e-14,Uncommon,generative,WizNerdz #8283,,,Standard
7707,1554,1554/8817,2.06e-14,Uncommon,generative,WizNerdz #7707,,,Standard
7709,1555,1555/8817,2.06e-14,Uncommon,generative,WizNerdz #7709,,,Standard
770,1556,1556/8817,2.06e-14,Uncommon,generative,WizNerdz #770,,,Standard
5102,1557,1557/8817,2.06e-14,Uncommon,generative,WizNerdz #5102,,,Standard
938,1558,1558/8817,2.07e-14,Uncommon,generative,WizNerdz #938,,,Standard
716,1559,1559/8817,2.07e-14,Uncommon,generative,WizNerdz #716,,,Standard
3399,1560,1560/8817,2.07e-14,Uncommon,generative,WizNerdz #3399,,,Standard
6548,1561,1561/8817,2.08e-14,Uncommon,generative,WizNerdz #6548,,,Standard
8465,1562,1562/8817,2.08e-14,Uncommon,generative,WizNerdz #8465,,,Standard
1865,1563,1563/8817,2.09e-14,Uncommon,generative,WizNerdz #1865,,,Standard
7503,1564,1564/8817,2.09e-14,Uncommon,generative,WizNerdz #7503,,,Standard
1725,1565,1565/8817,2.09e-14,Uncommon,generative,WizNerdz #1725,,,Standard
878,1566,1566/8817,2.09e-14,Uncommon,generative,WizNerdz #878,,,Standard
4825,1567,1567/8817,2.1e-14,Uncommon,generative,WizNerdz #4825,,,Standard
6506,1568,1568/8817,2.1e-14,Uncommon,generative,WizNerdz #6506,,,Standard
1694,1569,1569/8817,2.1e-14,Uncommon,generative,WizNerdz #1694,,,Standard
3059,1570,1570/8817,2.11e-14,Uncommon,generative,WizNerdz #3059,,,Standard
5931,1571,1571/8817,2.11e-14,Uncommon,generative,WizNerdz #5931,,,Standard
3371,1572,1572/8817,2.12e-14,Uncommon,generative,WizNerdz #3371,,,Standard
3949,1573,1573/8817,2.12e-14,Uncommon,generative,WizNerdz #3949,,,Standard
8567,1574,1574/8817,2.12e-14,Uncommon,generative,WizNerdz #8567,,,Standard
7064,1575,1575/8817,2.12e-14,Uncommon,generative,WizNerdz #7064,,,Standard
7166,1576,1576/8817,2.12e-14,Uncommon,generative,WizNerdz #7166,,,Standard
4538,1577,1577/8817,2.12e-14,Uncommon,generative,WizNerdz #4538,,,Standard
6808,1578,1578/8817,2.12e-14,Uncommon,generative,WizNerdz #6808,,,Standard
7729,1579,1579/8817,2.13e-14,Uncommon,generative,WizNerdz #7729,,,Standard
3313,1580,1580/8817,2.13e-14,Uncommon,generative,WizNerdz #3313,,,Standard
2287,1581,1581/8817,2.13e-14,Uncommon,generative,WizNerdz #2287,,,Standard
3039,1582,1582/8817,2.13e-14,Uncommon,generative,WizNerdz #3039,,,Standard
2678,1583,1583/8817,2.13e-14,Uncommon,generative,WizNerdz #2678,,,Standard
6423,1584,1584/8817,2.13e-14,Uncommon,generative,WizNerdz #6423,,,Standard
2171,1585,1585/8817,2.13e-14,Uncommon,generative,WizNerdz #2171,,,Standard
6390,1586,1586/8817,2.14e-14,Uncommon,generative,WizNerdz #6390,,,Standard
592,1587,1587/8817,2.14e-14,Uncommon,generative,WizNerdz #592,,,Standard
7175,1588,1588/8817,2.14e-14,Uncommon,generative,WizNerdz #7175,,,Standard
6742,1589,1589/8817,2.14e-14,Uncommon,generative,WizNerdz #6742,,,Standard
5351,1590,1590/8817,2.14e-14,Uncommon,generative,WizNerdz #5351,,,Standard
3288,1591,1591/8817,2.14e-14,Uncommon,generative,WizNerdz #3288,,,Standard
5641,1592,1592/8817,2.14e-14,Uncommon,generative,WizNerdz #5641,,,Standard
40,1593,1593/8817,2.15e-14,Uncommon,generative,WizNerdz #40,,,Standard
4052,1594,1594/8817,2.15e-14,Uncommon,generative,WizNerdz #4052,,,Standard
8229,1595,1595/8817,2.15e-14,Uncommon,generative,WizNerdz #8229,,,Standard
3158,1596,1596/8817,2.15e-14,Uncommon,generative,WizNerdz #3158,,,Standard
8506,1597,1597/8817,2.17e-14,Uncommon,generative,WizNerdz #8506,,,Standard
1070,1598,1598/8817,2.17e-14,Uncommon,generative,WizNerdz #1070,,,Standard
6705,1599,1599/8817,2.17e-14,Uncommon,generative,WizNerdz #6705,,,Standard
8534,1600,1600/8817,2.17e-14,Uncommon,generative,WizNerdz #8534,,,Standard
1429,1601,1601/8817,2.17e-14,Uncommon,generative,WizNerdz #1429,,,Standard
2185,1602,1602/8817,2.17e-14,Uncommon,generative,WizNerdz #2185,,,Standard
2569,1603,1603/8817,2.18e-14,Uncommon,generative,WizNerdz #2569,,,Standard
3907,1604,1604/8817,2.19e-14,Uncommon,generative,WizNerdz #3907,,,Standard
2801,1605,1605/8817,2.19e-14,Uncommon,generative,WizNerdz #2801,,,Standard
6334,1606,1606/8817,2.19e-14,Uncommon,generative,WizNerdz #6334,,,Standard
3171,1607,1607/8817,2.19e-14,Uncommon,generative,WizNerdz #3171,,,Standard
6931,1608,1608/8817,2.2e-14,Uncommon,generative,WizNerdz #6931,,,Standard
2221,1609,1609/8817,2.2e-14,Uncommon,generative,WizNerdz #2221,,,Standard
6830,1610,1610/8817,2.2e-14,Uncommon,generative,WizNerdz #6830,,,Standard
5132,1611,1611/8817,2.21e-14,Uncommon,generative,WizNerdz #5132,,,Standard
251,1612,1612/8817,2.21e-14,Uncommon,generative,WizNerdz #251,,,Standard
6748,1613,1613/8817,2.22e-14,Uncommon,generative,WizNerdz #6748,,,Standard
4068,1614,1614/8817,2.22e-14,Uncommon,generative,WizNerdz #4068,,,Standard
1791,1615,1615/8817,2.22e-14,Uncommon,generative,WizNerdz #1791,,,Standard
8774,1616,1616/8817,2.22e-14,Uncommon,generative,WizNerdz #8774,,,Standard
4792,1617,1617/8817,2.23e-14,Uncommon,generative,WizNerdz #4792,,,Standard
4248,1618,1618/8817,2.23e-14,Uncommon,generative,WizNerdz #4248,,,Standard
8327,1619,1619/8817,2.23e-14,Uncommon,generative,WizNerdz #8327,,,Standard
4829,1620,1620/8817,2.23e-14,Uncommon,generative,WizNerdz #4829,,,Standard
7531,1621,1621/8817,2.23e-14,Uncommon,generative,WizNerdz #7531,,,Standard
5848,1622,1622/8817,2.24e-14,Uncommon,generative,WizNerdz #5848,,,Standard
3196,1623,1623/8817,2.24e-14,Uncommon,generative,WizNerdz #3196,,,Standard
3397,1624,1624/8817,2.25e-14,Uncommon,generative,WizNerdz #3397,,,Standard
3230,1625,1625/8817,2.25e-14,Uncommon,generative,WizNerdz #3230,,,Standard
6819,1626,1626/8817,2.25e-14,Uncommon,generative,WizNerdz #6819,,,Standard
1721,1627,1627/8817,2.26e-14,Uncommon,generative,WizNerdz #1721,,,Standard
5563,1628,1628/8817,2.26e-14,Uncommon,generative,WizNerdz #5563,,,Standard
533,1629,1629/8817,2.26e-14,Uncommon,generative,WizNerdz #533,,,Standard
5157,1630,1630/8817,2.27e-14,Uncommon,generative,WizNerdz #5157,,,Standard
4097,1631,1631/8817,2.27e-14,Uncommon,generative,WizNerdz #4097,,,Standard
5749,1632,1632/8817,2.27e-14,Uncommon,generative,WizNerdz #5749,,,Standard
4017,1633,1633/8817,2.27e-14,Uncommon,generative,WizNerdz #4017,,,Standard
3485,1634,1634/8817,2.27e-14,Uncommon,generative,WizNerdz #3485,,,Standard
4219,1635,1635/8817,2.27e-14,Uncommon,generative,WizNerdz #4219,,,Standard
8234,1636,1636/8817,2.27e-14,Uncommon,generative,WizNerdz #8234,,,Standard
5206,1637,1637/8817,2.27e-14,Uncommon,generative,WizNerdz #5206,,,Standard
8253,1638,1638/8817,2.27e-14,Uncommon,generative,WizNerdz #8253,,,Standard
7782,1639,1639/8817,2.28e-14,Uncommon,generative,WizNerdz #7782,,,Standard
7686,1640,1640/8817,2.28e-14,Uncommon,generative,WizNerdz #7686,,,Standard
6935,1641,1641/8817,2.28e-14,Uncommon,generative,WizNerdz #6935,,,Standard
1728,1642,1642/8817,2.28e-14,Uncommon,generative,WizNerdz #1728,,,Standard
2281,1643,1643/8817,2.28e-14,Uncommon,generative,WizNerdz #2281,,,Standard
2711,1644,1644/8817,2.28e-14,Uncommon,generative,WizNerdz #2711,,,Standard
7176,1645,1645/8817,2.29e-14,Uncommon,generative,WizNerdz #7176,,,Standard
922,1646,1646/8817,2.29e-14,Uncommon,generative,WizNerdz #922,,,Standard
7172,1647,1647/8817,2.29e-14,Uncommon,generative,WizNerdz #7172,,,Standard
3819,1648,1648/8817,2.3e-14,Uncommon,generative,WizNerdz #3819,,,Standard
5319,1649,1649/8817,2.3e-14,Uncommon,generative,WizNerdz #5319,,,Standard
7178,1650,1650/8817,2.3e-14,Uncommon,generative,WizNerdz #7178,,,Standard
2882,1651,1651/8817,2.3e-14,Uncommon,generative,WizNerdz #2882,,,Standard
1939,1652,1652/8817,2.3e-14,Uncommon,generative,WizNerdz #1939,,,Standard
1245,1653,1653/8817,2.3e-14,Uncommon,generative,WizNerdz #1245,,,Standard
699,1654,1654/8817,2.3e-14,Uncommon,generative,WizNerdz #699,,,Standard
3589,1655,1655/8817,2.31e-14,Uncommon,generative,WizNerdz #3589,,,Standard
6635,1656,1656/8817,2.31e-14,Uncommon,generative,WizNerdz #6635,,,Standard
3084,1657,1657/8817,2.33e-14,Uncommon,generative,WizNerdz #3084,,,Standard
2461,1658,1658/8817,2.33e-14,Uncommon,generative,WizNerdz #2461,,,Standard
4448,1659,1659/8817,2.33e-14,Uncommon,generative,WizNerdz #4448,,,Standard
5454,1660,1660/8817,2.33e-14,Uncommon,generative,WizNerdz #5454,,,Standard
1968,1661,1661/8817,2.34e-14,Uncommon,generative,WizNerdz #1968,,,Standard
5296,1662,1662/8817,2.34e-14,Uncommon,generative,WizNerdz #5296,,,Standard
1921,1663,1663/8817,2.34e-14,Uncommon,generative,WizNerdz #1921,,,Standard
5471,1664,1664/8817,2.34e-14,Uncommon,generative,WizNerdz #5471,,,Standard
2639,1665,1665/8817,2.34e-14,Uncommon,generative,WizNerdz #2639,,,Standard
4524,1666,1666/8817,2.35e-14,Uncommon,generative,WizNerdz #4524,,,Standard
1256,1667,1667/8817,2.35e-14,Uncommon,generative,WizNerdz #1256,,,Standard
5765,1668,1668/8817,2.35e-14,Uncommon,generative,WizNerdz #5765,,,Standard
1517,1669,1669/8817,2.35e-14,Uncommon,generative,WizNerdz #1517,,,Standard
1894,1670,1670/8817,2.35e-14,Uncommon,generative,WizNerdz #1894,,,Standard
4766,1671,1671/8817,2.36e-14,Uncommon,generative,WizNerdz #4766,,,Standard
3506,1672,1672/8817,2.36e-14,Uncommon,generative,WizNerdz #3506,,,Standard
7908,1673,1673/8817,2.36e-14,Uncommon,generative,WizNerdz #7908,,,Standard
6514,1674,1674/8817,2.36e-14,Uncommon,generative,WizNerdz #6514,,,Standard
7120,1675,1675/8817,2.36e-14,Uncommon,generative,WizNerdz #7120,,,Standard
8370,1676,1676/8817,2.37e-14,Uncommon,generative,WizNerdz #8370,,,Standard
7465,1677,1677/8817,2.37e-14,Uncommon,generative,WizNerdz #7465,,,Standard
6673,1678,1678/8817,2.37e-14,Uncommon,generative,WizNerdz #6673,,,Standard
4211,1679,1679/8817,2.37e-14,Uncommon,generative,WizNerdz #4211,,,Standard
2502,1680,1680/8817,2.38e-14,Uncommon,generative,WizNerdz #2502,,,Standard
6629,1681,1681/8817,2.38e-14,Uncommon,generative,WizNerdz #6629,,,Standard
4330,1682,1682/8817,2.38e-14,Uncommon,generative,WizNerdz #4330,,,Standard
5292,1683,1683/8817,2.38e-14,Uncommon,generative,WizNerdz #5292,,,Standard
7600,1684,1684/8817,2.39e-14,Uncommon,generative,WizNerdz #7600,,,Standard
5408,1685,1685/8817,2.39e-14,Uncommon,generative,WizNerdz #5408,,,Standard
6983,1686,1686/8817,2.4e-14,Uncommon,generative,WizNerdz #6983,,,Standard
8655,1687,1687/8817,2.4e-14,Uncommon,generative,WizNerdz #8655,,,Standard
7817,1688,1688/8817,2.4e-14,Uncommon,generative,WizNerdz #7817,,,Standard
6668,1689,1689/8817,2.4e-14,Uncommon,generative,WizNerdz #6668,,,Standard
5808,1690,1690/8817,2.4e-14,Uncommon,generative,WizNerdz #5808,,,Standard
4807,1691,1691/8817,2.4e-14,Uncommon,generative,WizNerdz #4807,,,Standard
402,1692,1692/8817,2.41e-14,Uncommon,generative,WizNerdz #402,,,Standard
3109,1693,1693/8817,2.41e-14,Uncommon,generative,WizNerdz #3109,,,Standard
636,1694,1694/8817,2.41e-14,Uncommon,generative,WizNerdz #636,,,Standard
1232,1695,1695/8817,2.41e-14,Uncommon,generative,WizNerdz #1232,,,Standard
1821,1696,1696/8817,2.41e-14,Uncommon,generative,WizNerdz #1821,,,Standard
1772,1697,1697/8817,2.42e-14,Uncommon,generative,WizNerdz #1772,,,Standard
7245,1698,1698/8817,2.42e-14,Uncommon,generative,WizNerdz #7245,,,Standard
210,1699,1699/8817,2.42e-14,Uncommon,generative,WizNerdz #210,,,Standard
208,1700,1700/8817,2.43e-14,Uncommon,generative,WizNerdz #208,,,Standard
7203,1701,1701/8817,2.43e-14,Uncommon,generative,WizNerdz #7203,,,Standard
7383,1702,1702/8817,2.43e-14,Uncommon,generative,WizNerdz #7383,,,Standard
6579,1703,1703/8817,2.43e-14,Uncommon,generative,WizNerdz #6579,,,Standard
7210,1704,1704/8817,2.43e-14,Uncommon,generative,WizNerdz #7210,,,Standard
3658,1705,1705/8817,2.43e-14,Uncommon,generative,WizNerdz #3658,,,Standard
5484,1706,1706/8817,2.43e-14,Uncommon,generative,WizNerdz #5484,,,Standard
2613,1707,1707/8817,2.44e-14,Uncommon,generative,WizNerdz #2613,,,Standard
3798,1708,1708/8817,2.45e-14,Uncommon,generative,WizNerdz #3798,,,Standard
6039,1709,1709/8817,2.45e-14,Uncommon,generative,WizNerdz #6039,,,Standard
3215,1710,1710/8817,2.45e-14,Uncommon,generative,WizNerdz #3215,,,Standard
8214,1711,1711/8817,2.46e-14,Uncommon,generative,WizNerdz #8214,,,Standard
7959,1712,1712/8817,2.46e-14,Uncommon,generative,WizNerdz #7959,,,Standard
5841,1713,1713/8817,2.46e-14,Uncommon,generative,WizNerdz #5841,,,Standard
8222,1714,1714/8817,2.46e-14,Uncommon,generative,WizNerdz #8222,,,Standard
1386,1715,1715/8817,2.47e-14,Uncommon,generative,WizNerdz #1386,,,Standard
74,1716,1716/8817,2.47e-14,Uncommon,generative,WizNerdz #74,,,Standard
382,1717,1717/8817,2.47e-14,Uncommon,generative,WizNerdz #382,,,Standard
860,1718,1718/8817,2.47e-14,Uncommon,generative,WizNerdz #860,,,Standard
452,1719,1719/8817,2.48e-14,Uncommon,generative,WizNerdz #452,,,Standard
845,1720,1720/8817,2.48e-14,Uncommon,generative,WizNerdz #845,,,Standard
340,1721,1721/8817,2.49e-14,Uncommon,generative,WizNerdz #340,,,Standard
6605,1722,1722/8817,2.49e-14,Uncommon,generative,WizNerdz #6605,,,Standard
6882,1723,1723/8817,2.49e-14,Uncommon,generative,WizNerdz #6882,,,Standard
4866,1724,1724/8817,2.5e-14,Uncommon,generative,WizNerdz #4866,,,Standard
7163,1725,1725/8817,2.5e-14,Uncommon,generative,WizNerdz #7163,,,Standard
6590,1726,1726/8817,2.5e-14,Uncommon,generative,WizNerdz #6590,,,Standard
6594,1727,1727/8817,2.5e-14,Uncommon,generative,WizNerdz #6594,,,Standard
5874,1728,1728/8817,2.5e-14,Uncommon,generative,WizNerdz #5874,,,Standard
907,1729,1729/8817,2.51e-14,Uncommon,generative,WizNerdz #907,,,Standard
7993,1730,1730/8817,2.51e-14,Uncommon,generative,WizNerdz #7993,,,Standard
7456,1731,1731/8817,2.51e-14,Uncommon,generative,WizNerdz #7456,,,Standard
2916,1732,1732/8817,2.52e-14,Uncommon,generative,WizNerdz #2916,,,Standard
6457,1733,1733/8817,2.52e-14,Uncommon,generative,WizNerdz #6457,,,Standard
6725,1734,1734/8817,2.52e-14,Uncommon,generative,WizNerdz #6725,,,Standard
6618,1735,1735/8817,2.52e-14,Uncommon,generative,WizNerdz #6618,,,Standard
8308,1736,1736/8817,2.53e-14,Uncommon,generative,WizNerdz #8308,,,Standard
927,1737,1737/8817,2.54e-14,Uncommon,generative,WizNerdz #927,,,Standard
847,1738,1738/8817,2.54e-14,Uncommon,generative,WizNerdz #847,,,Standard
970,1739,1739/8817,2.54e-14,Uncommon,generative,WizNerdz #970,,,Standard
7372,1740,1740/8817,2.54e-14,Uncommon,generative,WizNerdz #7372,,,Standard
1690,1741,1741/8817,2.54e-14,Uncommon,generative,WizNerdz #1690,,,Standard
1392,1742,1742/8817,2.54e-14,Uncommon,generative,WizNerdz #1392,,,Standard
823,1743,1743/8817,2.54e-14,Uncommon,generative,WizNerdz #823,,,Standard
7535,1744,1744/8817,2.55e-14,Uncommon,generative,WizNerdz #7535,,,Standard
7562,1745,1745/8817,2.55e-14,Uncommon,generative,WizNerdz #7562,,,Standard
5208,1746,1746/8817,2.55e-14,Uncommon,generative,WizNerdz #5208,,,Standard
7647,1747,1747/8817,2.55e-14,Uncommon,generative,WizNerdz #7647,,,Standard
1181,1748,1748/8817,2.55e-14,Uncommon,generative,WizNerdz #1181,,,Standard
4475,1749,1749/8817,2.56e-14,Uncommon,generative,WizNerdz #4475,,,Standard
6114,1750,1750/8817,2.56e-14,Uncommon,generative,WizNerdz #6114,,,Standard
581,1751,1751/8817,2.56e-14,Uncommon,generative,WizNerdz #581,,,Standard
6028,1752,1752/8817,2.57e-14,Uncommon,generative,WizNerdz #6028,,,Standard
2845,1753,1753/8817,2.57e-14,Uncommon,generative,WizNerdz #2845,,,Standard
3393,1754,1754/8817,2.57e-14,Uncommon,generative,WizNerdz #3393,,,Standard
6341,1755,1755/8817,2.58e-14,Uncommon,generative,WizNerdz #6341,,,Standard
2572,1756,1756/8817,2.58e-14,Uncommon,generative,WizNerdz #2572,,,Standard
2155,1757,1757/8817,2.58e-14,Uncommon,generative,WizNerdz #2155,,,Standard
7624,1758,1758/8817,2.58e-14,Uncommon,generative,WizNerdz #7624,,,Standard
2262,1759,1759/8817,2.58e-14,Uncommon,generative,WizNerdz #2262,,,Standard
3092,1760,1760/8817,2.58e-14,Uncommon,generative,WizNerdz #3092,,,Standard
752,1761,1761/8817,2.58e-14,Uncommon,generative,WizNerdz #752,,,Standard
3828,1762,1762/8817,2.58e-14,Uncommon,generative,WizNerdz #3828,,,Standard
6211,1763,1763/8817,2.59e-14,Uncommon,generative,WizNerdz #6211,,,Standard
6975,1764,1764/8817,2.59e-14,Uncommon,generative,WizNerdz #6975,,,Standard
673,1765,1765/8817,2.59e-14,Uncommon,generative,WizNerdz #673,,,Standard
8406,1766,1766/8817,2.59e-14,Uncommon,generative,WizNerdz #8406,,,Standard
6803,1767,1767/8817,2.59e-14,Uncommon,generative,WizNerdz #6803,,,Standard
6038,1768,1768/8817,2.59e-14,Uncommon,generative,WizNerdz #6038,,,Standard
4751,1769,1769/8817,2.59e-14,Uncommon,generative,WizNerdz #4751,,,Standard
7481,1770,1770/8817,2.59e-14,Uncommon,generative,WizNerdz #7481,,,Standard
3811,1771,1771/8817,2.59e-14,Uncommon,generative,WizNerdz #3811,,,Standard
3007,1772,1772/8817,2.59e-14,Uncommon,generative,WizNerdz #3007,,,Standard
3180,1773,1773/8817,2.59e-14,Uncommon,generative,WizNerdz #3180,,,Standard
8341,1774,1774/8817,2.59e-14,Uncommon,generative,WizNerdz #8341,,,Standard
1319,1775,1775/8817,2.59e-14,Uncommon,generative,WizNerdz #1319,,,Standard
3979,1776,1776/8817,2.6e-14,Uncommon,generative,WizNerdz #3979,,,Standard
8669,1777,1777/8817,2.6e-14,Uncommon,generative,WizNerdz #8669,,,Standard
6225,1778,1778/8817,2.6e-14,Uncommon,generative,WizNerdz #6225,,,Standard
901,1779,1779/8817,2.6e-14,Uncommon,generative,WizNerdz #901,,,Standard
1307,1780,1780/8817,2.61e-14,Uncommon,generative,WizNerdz #1307,,,Standard
23,1781,1781/8817,2.61e-14,Uncommon,generative,WizNerdz #23,,,Standard
1317,1782,1782/8817,2.61e-14,Uncommon,generative,WizNerdz #1317,,,Standard
3937,1783,1783/8817,2.62e-14,Uncommon,generative,WizNerdz #3937,,,Standard
5638,1784,1784/8817,2.62e-14,Uncommon,generative,WizNerdz #5638,,,Standard
8376,1785,1785/8817,2.62e-14,Uncommon,generative,WizNerdz #8376,,,Standard
7164,1786,1786/8817,2.62e-14,Uncommon,generative,WizNerdz #7164,,,Standard
1508,1787,1787/8817,2.62e-14,Uncommon,generative,WizNerdz #1508,,,Standard
2399,1788,1788/8817,2.63e-14,Uncommon,generative,WizNerdz #2399,,,Standard
7371,1789,1789/8817,2.65e-14,Uncommon,generative,WizNerdz #7371,,,Standard
2996,1790,1790/8817,2.65e-14,Uncommon,generative,WizNerdz #2996,,,Standard
4245,1791,1791/8817,2.65e-14,Uncommon,generative,WizNerdz #4245,,,Standard
1867,1792,1792/8817,2.65e-14,Uncommon,generative,WizNerdz #1867,,,Standard
6478,1793,1793/8817,2.65e-14,Uncommon,generative,WizNerdz #6478,,,Standard
2819,1794,1794/8817,2.65e-14,Uncommon,generative,WizNerdz #2819,,,Standard
2012,1795,1795/8817,2.65e-14,Uncommon,generative,WizNerdz #2012,,,Standard
7607,1796,1796/8817,2.65e-14,Uncommon,generative,WizNerdz #7607,,,Standard
3836,1797,1797/8817,2.65e-14,Uncommon,generative,WizNerdz #3836,,,Standard
3451,1798,1798/8817,2.66e-14,Uncommon,generative,WizNerdz #3451,,,Standard
8223,1799,1799/8817,2.66e-14,Uncommon,generative,WizNerdz #8223,,,Standard
931,1800,1800/8817,2.67e-14,Uncommon,generative,WizNerdz #931,,,Standard
7518,1801,1801/8817,2.67e-14,Uncommon,generative,WizNerdz #7518,,,Standard
5337,1802,1802/8817,2.67e-14,Uncommon,generative,WizNerdz #5337,,,Standard
5088,1803,1803/8817,2.67e-14,Uncommon,generative,WizNerdz #5088,,,Standard
6049,1804,1804/8817,2.67e-14,Uncommon,generative,WizNerdz #6049,,,Standard
8359,1805,1805/8817,2.67e-14,Uncommon,generative,WizNerdz #8359,,,Standard
6301,1806,1806/8817,2.68e-14,Uncommon,generative,WizNerdz #6301,,,Standard
3884,1807,1807/8817,2.68e-14,Uncommon,generative,WizNerdz #3884,,,Standard
3491,1808,1808/8817,2.69e-14,Uncommon,generative,WizNerdz #3491,,,Standard
2517,1809,1809/8817,2.69e-14,Uncommon,generative,WizNerdz #2517,,,Standard
2004,1810,1810/8817,2.69e-14,Uncommon,generative,WizNerdz #2004,,,Standard
560,1811,1811/8817,2.69e-14,Uncommon,generative,WizNerdz #560,,,Standard
6062,1812,1812/8817,2.69e-14,Uncommon,generative,WizNerdz #6062,,,Standard
3093,1813,1813/8817,2.69e-14,Uncommon,generative,WizNerdz #3093,,,Standard
5467,1814,1814/8817,2.7e-14,Uncommon,generative,WizNerdz #5467,,,Standard
3900,1815,1815/8817,2.71e-14,Uncommon,generative,WizNerdz #3900,,,Standard
5999,1816,1816/8817,2.71e-14,Uncommon,generative,WizNerdz #5999,,,Standard
4514,1817,1817/8817,2.71e-14,Uncommon,generative,WizNerdz #4514,,,Standard
2030,1818,1818/8817,2.71e-14,Uncommon,generative,WizNerdz #2030,,,Standard
3945,1819,1819/8817,2.71e-14,Uncommon,generative,WizNerdz #3945,,,Standard
4732,1820,1820/8817,2.71e-14,Uncommon,generative,WizNerdz #4732,,,Standard
6234,1821,1821/8817,2.71e-14,Uncommon,generative,WizNerdz #6234,,,Standard
6528,1822,1822/8817,2.71e-14,Uncommon,generative,WizNerdz #6528,,,Standard
4079,1823,1823/8817,2.72e-14,Uncommon,generative,WizNerdz #4079,,,Standard
619,1824,1824/8817,2.72e-14,Uncommon,generative,WizNerdz #619,,,Standard
7475,1825,1825/8817,2.72e-14,Uncommon,generative,WizNerdz #7475,,,Standard
3534,1826,1826/8817,2.72e-14,Uncommon,generative,WizNerdz #3534,,,Standard
3380,1827,1827/8817,2.73e-14,Uncommon,generative,WizNerdz #3380,,,Standard
8586,1828,1828/8817,2.73e-14,Uncommon,generative,WizNerdz #8586,,,Standard
3275,1829,1829/8817,2.73e-14,Uncommon,generative,WizNerdz #3275,,,Standard
6124,1830,1830/8817,2.73e-14,Uncommon,generative,WizNerdz #6124,,,Standard
2453,1831,1831/8817,2.74e-14,Uncommon,generative,WizNerdz #2453,,,Standard
4193,1832,1832/8817,2.74e-14,Uncommon,generative,WizNerdz #4193,,,Standard
5490,1833,1833/8817,2.75e-14,Uncommon,generative,WizNerdz #5490,,,Standard
8001,1834,1834/8817,2.75e-14,Uncommon,generative,WizNerdz #8001,,,Standard
7511,1835,1835/8817,2.76e-14,Uncommon,generative,WizNerdz #7511,,,Standard
5062,1836,1836/8817,2.76e-14,Uncommon,generative,WizNerdz #5062,,,Standard
8864,1837,1837/8817,2.77e-14,Uncommon,generative,WizNerdz #8864,,,Standard
4950,1838,1838/8817,2.77e-14,Uncommon,generative,WizNerdz #4950,,,Standard
7867,1839,1839/8817,2.77e-14,Uncommon,generative,WizNerdz #7867,,,Standard
279,1840,1840/8817,2.77e-14,Uncommon,generative,WizNerdz #279,,,Standard
5046,1841,1841/8817,2.77e-14,Uncommon,generative,WizNerdz #5046,,,Standard
6969,1842,1842/8817,2.78e-14,Uncommon,generative,WizNerdz #6969,,,Standard
